@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureMaxDepth numeric
@attribute measureOutOfBagError numeric

@data

'C:UsersBenDocumentsTU WienISMI_output_withoutLabelsISMI.rh.arff',2,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20110508.1515,629,69,53,16,0,76.811594,23.188406,0,0.73404,0.05999,0.239291,27.577461,72.5528,205.10754,149.887295,55.220245,2.972573,2.17228,0.800293,154.368993,2.237232,5196.385467,0.875,7,0.065574,4,0.934426,57,0.125,1,0.636364,0.875,0.736842,0.904713,0.768116,0.034094,0.965906,0.231884,0.793526,0.768116,0.759259,0.867011,0,0.024,0,0.0156,335828,332142,42622,?,?,?,?,?
'C:UsersBenDocumentsTU WienISMI_output_withoutLabelsISMI.rh.arff',3,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20110508.1515,628,70,60,10,0,85.714286,14.285714,0,0.835488,0.038017,0.187836,17.48315,56.977152,207.778079,94.086834,113.691245,2.968258,1.344098,1.624161,174.735536,2.496222,5881.008352,0.75,6,0,0,1,62,0.25,2,1,0.75,0.857143,0.875,0.857143,0.021237,0.978763,0.142857,0.869123,0.857143,0.853352,0.917953,0.001,0.028,0,0.0156,335311,331625,43139,?,?,?,?,?
'C:UsersBenDocumentsTU WienISMI_output_withoutLabelsISMI.rh.arff',3,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20110508.1515,628,70,53,17,0,75.714286,24.285714,0,0.720395,0.062702,0.244883,28.818459,74.232036,208.209496,159.165248,49.044248,2.974421,2.273789,0.700632,153.144237,2.187775,5155.496389,0.75,6,0.032258,2,0.967742,60,0.25,2,0.75,0.75,0.75,0.858871,0.757143,0.037876,0.962124,0.242857,0.768745,0.757143,0.759707,0.859633,0.001,0.037,0,0.0156,335311,331625,43139,?,?,?,?,?
'C:UsersBenDocumentsTU WienISMI_output_withoutLabelsISMI.rh.arff',3,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20110508.1515,628,70,55,15,0,78.571429,21.428571,0,0.754213,0.055649,0.230032,25.588061,69.764569,207.80828,140.571415,67.236865,2.96869,2.008163,0.960527,159.72784,2.281826,5375.991191,0.888889,8,0.032787,2,0.967213,59,0.111111,1,0.8,0.888889,0.842105,0.928051,0.785714,0.029996,0.970004,0.214286,0.793435,0.785714,0.781673,0.877859,0.001,0.061,0,0.0312,335311,331625,43139,?,?,?,?,?
'C:UsersBenDocumentsTU WienISMI_output_withoutLabelsISMI.rh.arff',3,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20110508.1515,628,70,51,19,0,72.857143,27.142857,0,0.68669,0.069755,0.258884,32.077469,78.523734,207.724437,177.75908,29.965357,2.967492,2.539415,0.428077,146.158175,2.087974,4919.077922,0.555556,5,0.032787,2,0.967213,59,0.444444,4,0.714286,0.555556,0.625,0.761384,0.728571,0.043741,0.956259,0.271429,0.765079,0.728571,0.727938,0.842415,0,0.023,0,0.0312,335311,331625,43139,?,?,?,?,?
'C:UsersBenDocumentsTU WienISMI_output_withoutLabelsISMI.rh.arff',3,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20110508.1515,628,70,58,12,0,82.857143,17.142857,0,0.803279,0.04507,0.205756,20.725629,62.409035,207.724437,112.680667,95.04377,2.967492,1.609724,1.357768,169.070889,2.415298,5690.224826,0.666667,6,0.032787,2,0.967213,59,0.333333,3,0.75,0.666667,0.705882,0.81694,0.828571,0.023631,0.976369,0.171429,0.847109,0.828571,0.828454,0.90247,0.001,0.023,0,0.0312,335311,331625,43139,?,?,?,?,?
'C:UsersBenDocumentsTU WienISMI_output_withoutLabelsISMI.rh.arff',3,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20110508.1515,628,70,57,13,0,81.428571,18.571429,0,0.785983,0.048596,0.214154,22.347321,64.956362,207.724437,121.977583,85.746854,2.967492,1.742537,1.224955,164.997679,2.35711,5553.137457,0.888889,8,0.04918,3,0.95082,58,0.111111,1,0.727273,0.888889,0.8,0.919854,0.814286,0.028924,0.971076,0.185714,0.821012,0.814286,0.810423,0.892681,0.001,0.03,0,0.0156,335311,331625,43139,?,?,?,?,?
'C:UsersBenDocumentsTU WienISMI_output_withoutLabelsISMI.rh.arff',3,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20110508.1515,628,70,53,17,0,75.714286,24.285714,0,0.721311,0.062702,0.244883,28.834087,74.277144,207.724437,159.165248,48.559189,2.967492,2.273789,0.693703,153.175655,2.188224,5155.257175,0.888889,8,0.04918,3,0.95082,58,0.111111,1,0.727273,0.888889,0.8,0.919854,0.757143,0.034169,0.965831,0.242857,0.780476,0.757143,0.758195,0.861487,0.002,0.051,0,0.0156,335311,331625,43139,?,?,?,?,?
'C:UsersBenDocumentsTU WienISMI_output_withoutLabelsISMI.rh.arff',3,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20110508.1515,628,70,58,12,0,82.857143,17.142857,0,0.802539,0.04507,0.205756,20.711189,62.360243,208.317936,112.680667,95.637269,2.975971,1.609724,1.366247,168.141655,2.402024,5660.715054,0.888889,8,0.032787,2,0.967213,59,0.111111,1,0.8,0.888889,0.842105,0.928051,0.828571,0.025946,0.974054,0.171429,0.833651,0.828571,0.819714,0.901313,0,0.033,0,0.0312,335311,331625,43139,?,?,?,?,?
'C:UsersBenDocumentsTU WienISMI_output_withoutLabelsISMI.rh.arff',3,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20110508.1515,629,69,56,13,0,81.15942,18.84058,0,0.783333,0.049257,0.215702,22.637564,65.381356,205.299822,121.989671,83.310152,2.97536,1.767966,1.207394,162.920532,2.361167,5484.796644,0.75,6,0.04918,3,0.95082,58,0.25,2,0.666667,0.75,0.705882,0.85041,0.811594,0.028354,0.971646,0.188406,0.82477,0.811594,0.814184,0.89162,0.001,0.027,0,0.0312,335828,332142,42622,?,?,?,?,?
